Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Total
2006,FL,Total Electric Industry,11.33,9.91,7.71,10.32,10.45
2006,GA,Total Electric Industry,8.91,7.81,5.38,6.12,7.63
2006,HI,Total Electric Industry,23.35,21.42,17.96,0.0,20.72
2006,IA,Total Electric Industry,9.63,7.29,4.92,7.05,7.01
2006,ID,Total Electric Industry,6.21,5.16,3.61,0.0,4.92
2006,IL,Total Electric Industry,8.42,7.95,4.69,5.59,7.07
2006,IN,Total Electric Industry,8.22,7.21,4.95,9.66,6.46
2006,KS,Total Electric Industry,8.25,6.96,5.2,0.0,6.89
2006,KY,Total Electric Industry,7.02,6.44,4.05,0.0,5.43
2006,LA,Total Electric Industry,9.14,9.03,6.87,14.1,8.3
2006,MA,Total Electric Industry,16.6,15.54,13.04,10.68,15.45
2006,MD,Total Electric Industry,9.71,10.56,8.14,8.43,9.95
2006,ME,Total Electric Industry,13.8,12.42,8.83,0.0,11.8
2006,MI,Total Electric Industry,9.77,8.51,6.05,10.06,8.14
2006,MN,Total Electric Industry,8.7,7.02,5.29,7.95,6.98
2006,MO,Total Electric Industry,7.44,6.08,4.58,5.75,6.3
2006,MS,Total Electric Industry,9.66,9.37,5.94,0.0,8.33
2006,MT,Total Electric Industry,8.28,7.44,5.12,0.0,6.91
2006,NC,Total Electric Industry,9.12,7.17,5.23,3.23,7.53
2006,ND,Total Electric Industry,7.14,6.3,5.0,0.0,6.21
2006,NE,Total Electric Industry,7.41,6.19,4.56,0.0,6.07
2006,NH,Total Electric Industry,14.68,14.07,11.62,0.0,13.84
2006,NJ,Total Electric Industry,12.84,11.62,10.42,9.7,11.88
2006,NM,Total Electric Industry,9.06,7.61,5.57,0.0,7.37
2006,NV,Total Electric Industry,11.08,10.12,8.03,9.89,9.63
2006,NY,Total Electric Industry,16.89,15.51,9.39,11.94,15.27
2006,OH,Total Electric Industry,9.34,8.44,5.61,10.13,7.71
2006,OK,Total Electric Industry,8.55,7.34,5.46,0.0,7.3
2006,OR,Total Electric Industry,7.48,6.77,4.85,6.4,6.53
2006,PA,Total Electric Industry,10.35,8.94,6.63,7.45,8.68
2006,RI,Total Electric Industry,15.12,13.51,12.51,0.0,13.98
2006,SC,Total Electric Industry,9.03,7.6,4.71,0.0,6.98
2006,SD,Total Electric Industry,7.83,6.47,4.84,0.0,6.7
2006,TN,Total Electric Industry,7.75,8.0,5.17,11.18,6.97
2006,TX,Total Electric Industry,12.86,9.85,7.82,8.42,10.34
2006,UT,Total Electric Industry,7.59,6.15,4.21,7.19,5.99
2006,VA,Total Electric Industry,8.49,6.21,4.69,6.81,6.86
2006,VT,Total Electric Industry,13.39,11.67,8.33,0.0,11.37
2006,WA,Total Electric Industry,6.82,6.63,4.44,5.93,6.14
2006,WI,Total Electric Industry,10.51,8.37,5.85,0.0,8.13
2006,WV,Total Electric Industry,6.35,5.59,3.71,5.86,5.04
2006,WY,Total Electric Industry,7.75,6.28,4.04,0.0,5.27
2006,US,Total Electric Industry,10.4,9.46,6.16,9.54,8.9
2006,AK,Full-Service Providers,14.83,11.93,11.54,0.0,12.84
2006,AL,Full-Service Providers,8.75,8.18,4.9,0.0,7.07
2006,AR,Full-Service Providers,8.85,6.96,5.24,0.0,6.99
2006,AZ,Full-Service Providers,9.4,8.02,5.69,0.0,8.24
2006,CA,Full-Service Providers,14.32,12.93,9.95,7.66,12.92
2006,CO,Full-Service Providers,9.02,7.5,5.88,7.78,7.61
2006,CT,Full-Service Providers,16.85,14.02,11.7,14.55,14.85
2006,DC,Full-Service Providers,9.86,12.23,0.95,2.45,12.13
2006,DE,Full-Service Providers,11.85,10.35,7.47,0.0,10.52
2006,FL,Full-Service Providers,11.33,9.91,7.71,10.32,10.45
2006,GA,Full-Service Providers,8.91,7.81,5.38,6.12,7.63
2006,HI,Full-Service Providers,23.35,21.42,17.96,0.0,20.72
2006,IA,Full-Service Providers,9.63,7.29,4.92,7.05,7.01
2006,ID,Full-Service Providers,6.21,5.16,3.61,0.0,4.92
2006,IL,Full-Service Providers,8.42,8.59,4.46,5.59,7.38
2006,IN,Full-Service Providers,8.22,7.21,4.95,9.66,6.46
2006,KS,Full-Service Providers,8.25,6.96,5.2,0.0,6.89
2006,KY,Full-Service Providers,7.02,6.44,4.05,0.0,5.43
2006,LA,Full-Service Providers,9.14,9.03,6.87,14.1,8.3
2006,MA,Full-Service Providers,16.4,16.78,12.55,11.21,16.06
2006,MD,Full-Service Providers,9.69,11.25,8.85,0.0,10.18
2006,ME,Full-Service Providers,13.36,13.27,5.94,0.0,7.03
2006,MI,Full-Service Providers,9.77,8.42,6.13,10.06,8.17
2006,MN,Full-Service Providers,8.7,7.02,5.29,7.95,6.98
2006,MO,Full-Service Providers,7.44,6.08,4.58,5.75,6.3
2006,MS,Full-Service Providers,9.66,9.37,5.94,0.0,8.33
2006,MT,Full-Service Providers,8.28,7.45,6.08,0.0,7.57
2006,NC,Full-Service Providers,9.12,7.17,5.23,3.23,7.53
2006,ND,Full-Service Providers,7.14,6.3,5.0,0.0,6.21
2006,NE,Full-Service Providers,7.41,6.19,4.56,0.0,6.07
2006,NH,Full-Service Providers,14.68,14.37,11.28,0.0,13.96
2006,NJ,Full-Service Providers,12.84,11.65,9.54,10.18,12.03
2006,NM,Full-Service Providers,9.06,7.61,5.57,0.0,7.37
2006,NV,Full-Service Providers,11.08,10.12,8.19,9.89,9.75
2006,NY,Full-Service Providers,16.91,16.3,9.62,14.48,16.08
2006,OH,Full-Service Providers,9.31,8.32,5.56,10.13,7.68
2006,OK,Full-Service Providers,8.55,7.34,5.46,0.0,7.3
2006,OR,Full-Service Providers,7.48,6.73,4.7,6.4,6.5
2006,PA,Full-Service Providers,10.31,8.94,6.67,7.47,8.7
2006,RI,Full-Service Providers,15.12,13.76,12.75,0.0,14.24
2006,SC,Full-Service Providers,9.03,7.6,4.71,0.0,6.98
2006,SD,Full-Service Providers,7.83,6.47,4.84,0.0,6.7
2006,TN,Full-Service Providers,7.75,8.0,5.17,11.18,6.97
2006,TX,Full-Service Providers,12.86,9.85,7.82,8.42,10.34
2006,UT,Full-Service Providers,7.59,6.15,4.21,7.19,5.99
2006,VA,Full-Service Providers,8.49,6.21,4.69,6.81,6.86
2006,VT,Full-Service Providers,13.39,11.67,8.33,0.0,11.37
2006,WA,Full-Service Providers,6.82,6.64,4.26,5.93,6.14
2006,WI,Full-Service Providers,10.51,8.37,5.85,0.0,8.13
2006,WV,Full-Service Providers,6.35,5.59,3.71,5.86,5.04
2006,WY,Full-Service Providers,7.75,6.28,4.04,0.0,5.27
2006,US,Full-Service Providers,10.36,9.18,6.0,8.44,8.77
2006,CA,Restructured Retail Service Providers,18.35,12.58,10.7,4.37,11.68
2006,CT,Restructured Retail Service Providers,16.99,14.08,11.83,0.0,14.43
2006,DC,Restructured Retail Service Providers,10.57,10.11,8.29,10.03,9.93
2006,DE,Restructured Retail Service Providers,13.22,9.8,7.9,0.0,8.73
2006,IL,Restructured Retail Service Providers,0.0,6.15,5.23,0.0,5.69
2006,MA,Restructured Retail Service Providers,19.25,14.45,13.42,10.59,14.43
2006,MD,Restructured Retail Service Providers,11.0,9.96,7.94,8.43,9.5
2006,ME,Restructured Retail Service Providers,13.81,12.42,9.49,0.0,12.15
2006,MI,Restructured Retail Service Providers,10.11,9.64,5.12,0.0,7.46
2006,MT,Restructured Retail Service Providers,0.0,5.38,4.55,0.0,4.55
2006,NH,Restructured Retail Service Providers,0.0,12.39,13.3,0.0,12.69
2006,NJ,Restructured Retail Service Providers,15.66,11.51,11.03,9.68,11.27
2006,NV,Restructured Retail Service Providers,0.0,0.0,6.38,0.0,6.38
2006,NY,Restructured Retail Service Providers,16.65,14.83,9.2,11.64,13.99
2006,OH,Restructured Retail Service Providers,10.11,9.4,6.02,0.0,8.09
2006,OR,Restructured Retail Service Providers,0.0,7.71,8.17,0.0,7.95
2006,PA,Restructured Retail Service Providers,12.59,8.98,6.23,6.61,8.23
2006,RI,Restructured Retail Service Providers,13.88,12.43,11.92,0.0,12.26
2006,VA,Restructured Retail Service Providers,12.12,10.44,0.0,0.0,11.1
2006,WA,Restructured Retail Service Providers,0.0,5.07,6.2,0.0,6.16
2006,US,Restructured Retail Service Providers,14.43,11.99,8.21,10.32,10.87
2006,CA,Energy-Only Providers,10.57,7.66,7.17,3.82,7.41
2006,CT,Energy-Only Providers,10.71,8.95,8.7,0.0,9.39
2006,DC,Energy-Only Providers,8.23,7.22,7.34,7.58,7.26
2006,DE,Energy-Only Providers,10.64,8.45,7.59,0.0,7.97
2006,IL,Energy-Only Providers,0.0,4.6,4.35,0.0,4.47
2006,MA,Energy-Only Providers,11.67,9.76,9.85,9.81,9.91
2006,MD,Energy-Only Providers,8.55,8.12,6.99,7.18,7.86
2006,ME,Energy-Only Providers,6.82,7.71,7.5,0.0,7.32
2006,MI,Energy-Only Providers,5.42,7.0,4.07,0.0,5.58
2006,MT,Energy-Only Providers,0.0,3.31,4.02,0.0,4.02
2006,NH,Energy-Only Providers,0.0,8.66,9.73,0.0,9.02
2006,NJ,Energy-Only Providers,8.2,7.77,7.55,7.24,7.67
2006,NV,Energy-Only Providers,0.0,0.0,6.15,0.0,6.15
2006,NY,Energy-Only Providers,10.29,10.37,6.81,9.09,9.79
2006,OH,Energy-Only Providers,5.04,4.87,3.91,0.0,4.49
2006,OR,Energy-Only Providers,0.0,6.88,7.61,0.0,7.26
2006,PA,Energy-Only Providers,8.27,7.2,5.68,5.4,6.7
2006,RI,Energy-Only Providers,8.21,8.15,8.36,0.0,8.22
2006,VA,Energy-Only Providers,9.6,9.81,0.0,0.0,9.73
2006,WA,Energy-Only Providers,0.0,4.14,5.66,0.0,5.62
2006,US,Energy-Only Providers,8.23,8.36,6.25,8.24,7.66
2006,CA,Delivery-Only Service,7.79,4.92,3.54,0.55,4.27
2006,CT,Delivery-Only Service,6.28,5.14,3.14,0.0,5.04
2006,DC,Delivery-Only Service,2.35,2.89,0.95,2.45,2.67
2006,DE,Delivery-Only Service,2.58,1.35,0.31,0.0,0.77
2006,IL,Delivery-Only Service,0.0,1.54,0.88,0.0,1.21
2006,MA,Delivery-Only Service,7.58,4.69,3.57,0.78,4.52
2006,MD,Delivery-Only Service,2.45,1.84,0.95,1.25,1.64
2006,ME,Delivery-Only Service,6.99,4.71,1.99,0.0,4.82
2006,MI,Delivery-Only Service,4.69,2.65,1.05,0.0,1.87
2006,MT,Delivery-Only Service,0.0,2.07,0.53,0.0,0.53
2006,NH,Delivery-Only Service,0.0,3.73,3.56,0.0,3.67
2006,NJ,Delivery-Only Service,7.47,3.74,3.49,2.44,3.61
2006,NV,Delivery-Only Service,0.0,0.0,0.22,0.0,0.22
2006,NY,Delivery-Only Service,6.37,4.47,2.38,2.55,4.2
2006,OH,Delivery-Only Service,5.07,4.53,2.11,0.0,3.6
2006,OR,Delivery-Only Service,0.0,0.82,0.56,0.0,0.69
2006,PA,Delivery-Only Service,4.32,1.78,0.55,1.21,1.54
2006,RI,Delivery-Only Service,5.67,4.28,3.57,0.0,4.04
2006,VA,Delivery-Only Service,2.52,0.64,0.0,0.0,1.37
2006,WA,Delivery-Only Service,0.0,0.93,0.54,0.0,0.55
2006,US,Delivery-Only Service,6.19,3.63,1.96,2.08,3.21
2005,AK,Total Electric Industry,13.3,11.56,9.29,0.0,11.72
2005,AL,Total Electric Industry,8.0,7.5,4.52,0.0,6.46
2005,AR,Total Electric Industry,8.0,6.18,4.74,0.0,6.3
2005,AZ,Total Electric Industry,8.86,7.4,5.85,0.0,7.79
2005,CA,Total Electric Industry,12.51,11.92,9.55,6.55,11.63
2005,CO,Total Electric Industry,9.06,7.62,5.74,5.01,7.64
2005,CT,Total Electric Industry,13.64,11.53,9.4,8.78,12.06
2005,DC,Total Electric Industry,9.1,9.13,14.13,7.37,9.18
2005,DE,Total Electric Industry,9.01,7.6,6.21,0.0,7.76
2005,FL,Total Electric Industry,9.62,8.16,6.46,8.03,8.76
2005,GA,Total Electric Industry,8.64,7.67,5.28,5.9,7.43
2005,HI,Total Electric Industry,20.7,19.04,15.79,0.0,18.33
2005,IA,Total Electric Industry,9.27,6.95,4.56,0.0,6.69
2005,ID,Total Electric Industry,6.29,5.42,3.91,0.0,5.12
2005,IL,Total Electric Industry,8.34,7.75,4.61,5.61,6.95
2005,IN,Total Electric Industry,7.5,6.57,4.42,9.14,5.88
2005,KS,Total Electric Industry,7.9,6.6,4.85,0.0,6.55
2005,KY,Total Electric Industry,6.57,6.01,3.6,0.0,5.01
2005,LA,Total Electric Industry,8.87,8.56,6.71,7.63,8.03
2005,MA,Total Electric Industry,13.44,12.42,9.22,4.8,12.18
2005,MD,Total Electric Industry,8.46,8.97,7.01,7.73,8.13
2005,ME,Total Electric Industry,13.23,10.63,7.28,0.0,10.57
2005,MI,Total Electric Industry,8.4,7.84,5.32,13.07,7.23
2005,MN,Total Electric Industry,8.28,6.59,5.02,6.21,6.61
2005,MO,Total Electric Industry,7.08,5.92,4.54,4.77,6.13
2005,MS,Total Electric Industry,8.71,8.48,5.37,0.0,7.54
2005,MT,Total Electric Industry,8.1,7.43,4.83,0.0,6.72
2005,NC,Total Electric Industry,8.65,6.86,5.04,8.33,7.19
2005,ND,Total Electric Industry,6.99,6.11,4.32,0.0,5.92
2005,NE,Total Electric Industry,7.14,5.98,4.43,0.0,5.87
2005,NH,Total Electric Industry,13.51,12.06,11.48,0.0,12.53
2005,NJ,Total Electric Industry,11.74,10.61,9.76,7.65,10.89
2005,NM,Total Electric Industry,9.13,7.81,5.61,0.0,7.51
2005,NV,Total Electric Industry,10.2,9.48,7.71,9.34,9.02
2005,NY,Total Electric Industry,15.72,14.36,8.23,11.39,13.95
2005,OH,Total Electric Industry,8.51,7.93,5.1,9.03,7.08
2005,OK,Total Electric Industry,7.95,7.0,5.11,0.0,6.85
2005,OR,Total Electric Industry,7.25,6.51,4.83,6.36,6.34
2005,PA,Total Electric Industry,9.86,8.5,6.29,7.22,8.27
2005,RI,Total Electric Industry,13.04,11.71,10.01,0.0,11.97
2005,SC,Total Electric Industry,8.67,7.39,4.55,0.0,6.72
2005,SD,Total Electric Industry,7.77,6.2,4.95,0.0,6.6
2005,TN,Total Electric Industry,6.98,7.17,4.73,11.46,6.31
2005,TX,Total Electric Industry,10.93,8.85,7.14,8.45,9.14
2005,UT,Total Electric Industry,7.52,6.07,4.24,7.2,5.92
2005,VA,Total Electric Industry,8.16,6.05,4.46,6.81,6.64
2005,VT,Total Electric Industry,12.96,11.33,7.77,0.0,10.95
2005,WA,Total Electric Industry,6.54,6.33,4.27,6.44,5.87
2005,WI,Total Electric Industry,9.66,7.67,5.39,0.0,7.48
2005,WV,Total Electric Industry,6.21,5.53,3.85,6.08,5.15
2005,WY,Total Electric Industry,7.48,6.17,3.99,0.0,5.16
2005,US,Total Electric Industry,9.45,8.67,5.73,8.57,8.14
2005,AK,Full-Service Providers,13.3,11.56,9.29,0.0,11.72
2005,AL,Full-Service Providers,8.0,7.5,4.52,0.0,6.46
2005,AR,Full-Service Providers,8.0,6.18,4.74,0.0,6.3
2005,AZ,Full-Service Providers,8.86,7.4,5.85,0.0,7.79
2005,CA,Full-Service Providers,12.49,11.97,9.39,8.11,11.71
2005,CO,Full-Service Providers,9.06,7.62,5.74,5.01,7.64
2005,CT,Full-Service Providers,13.64,11.52,9.42,8.78,12.06
2005,DC,Full-Service Providers,9.09,9.21,1.15,2.54,9.51
2005,DE,Full-Service Providers,9.01,7.6,6.46,0.0,7.94
2005,FL,Full-Service Providers,9.62,8.16,6.46,8.03,8.76
2005,GA,Full-Service Providers,8.64,7.67,5.28,5.9,7.43
2005,HI,Full-Service Providers,20.7,19.04,15.79,0.0,18.33
2005,IA,Full-Service Providers,9.27,6.95,4.56,0.0,6.69
2005,ID,Full-Service Providers,6.29,5.42,3.91,0.0,5.12
2005,IL,Full-Service Providers,8.34,8.41,4.6,5.61,7.37
2005,IN,Full-Service Providers,7.5,6.57,4.42,9.14,5.88
2005,KS,Full-Service Providers,7.9,6.6,4.85,0.0,6.55
2005,KY,Full-Service Providers,6.57,6.01,3.6,0.0,5.01
2005,LA,Full-Service Providers,8.87,8.56,6.71,7.63,8.03
2005,MA,Full-Service Providers,13.25,13.1,9.0,4.05,12.44
2005,MD,Full-Service Providers,8.44,9.19,6.72,0.0,8.31
2005,ME,Full-Service Providers,9.2,8.33,4.8,0.0,6.19
2005,MI,Full-Service Providers,8.4,7.87,5.33,13.07,7.3
2005,MN,Full-Service Providers,8.28,6.59,5.02,6.21,6.61
2005,MO,Full-Service Providers,7.08,5.92,4.54,4.77,6.13
2005,MS,Full-Service Providers,8.71,8.48,5.37,0.0,7.54
2005,MT,Full-Service Providers,8.1,7.43,5.44,0.0,7.33
2005,NC,Full-Service Providers,8.65,6.86,5.04,8.33,7.19
2005,ND,Full-Service Providers,6.99,6.11,4.32,0.0,5.92
2005,NE,Full-Service Providers,7.14,5.98,4.43,0.0,5.87
2005,NH,Full-Service Providers,13.51,12.06,11.61,0.0,12.56
2005,NJ,Full-Service Providers,11.74,10.54,8.81,3.31,10.95
2005,NM,Full-Service Providers,9.13,7.81,5.61,0.0,7.51
2005,NV,Full-Service Providers,10.2,9.48,7.72,9.34,9.03
2005,NY,Full-Service Providers,15.86,15.38,9.8,13.47,15.18
2005,OH,Full-Service Providers,8.19,7.54,4.94,9.03,6.78
2005,OK,Full-Service Providers,7.95,7.0,5.11,0.0,6.85
2005,OR,Full-Service Providers,7.25,6.49,4.63,6.36,6.32
2005,PA,Full-Service Providers,9.81,8.5,6.31,7.22,8.29
2005,RI,Full-Service Providers,13.04,11.88,10.0,0.0,12.12
2005,SC,Full-Service Providers,8.67,7.39,4.55,0.0,6.72
2005,SD,Full-Service Providers,7.77,6.2,4.95,0.0,6.6
2005,TN,Full-Service Providers,6.98,7.17,4.73,11.46,6.31
2005,TX,Full-Service Providers,10.93,8.85,7.14,8.45,9.14
2005,UT,Full-Service Providers,7.52,6.07,4.24,7.2,5.92
2005,VA,Full-Service Providers,8.16,6.05,4.46,6.81,6.64
2005,VT,Full-Service Providers,12.96,11.33,7.77,0.0,10.95
2005,WA,Full-Service Providers,6.54,6.33,4.13,6.44,5.87
2005,WI,Full-Service Providers,9.66,7.67,5.39,0.0,7.48
2005,WV,Full-Service Providers,6.21,5.53,3.85,6.08,5.15
2005,WY,Full-Service Providers,7.48,6.17,3.99,0.0,5.16
2005,US,Full-Service Providers,9.4,8.46,5.61,7.45,8.05
2005,CA,Restructured Retail Service Providers,16.93,11.45,10.15,4.45,10.82
2005,CT,Restructured Retail Service Providers,13.65,11.59,8.17,0.0,12.24
2005,DC,Restructured Retail Service Providers,9.5,9.08,8.0,7.82,8.96
2005,DE,Restructured Retail Service Providers,0.0,7.51,5.59,0.0,5.59
2005,IL,Restructured Retail Service Providers,0.0,5.87,4.63,0.0,5.2
2005,MA,Restructured Retail Service Providers,15.49,11.48,9.77,5.15,11.52
2005,MD,Restructured Retail Service Providers,9.43,8.5,7.23,7.73,7.68
2005,ME,Restructured Retail Service Providers,13.31,10.65,7.45,0.0,10.71
2005,MI,Restructured Retail Service Providers,9.66,7.71,5.26,0.0,6.69
2005,MT,Restructured Retail Service Providers,0.0,5.33,4.42,0.0,4.42
2005,NH,Restructured Retail Service Providers,0.0,11.85,8.79,0.0,9.3
2005,NJ,Restructured Retail Service Providers,12.19,10.84,10.43,10.04,10.66
2005,NV,Restructured Retail Service Providers,0.0,0.0,7.19,0.0,7.19
2005,NY,Restructured Retail Service Providers,13.63,13.34,7.33,11.15,11.91
2005,OH,Restructured Retail Service Providers,10.43,9.32,6.02,0.0,8.55
2005,OR,Restructured Retail Service Providers,0.0,6.95,6.92,0.0,6.93
2005,PA,Restructured Retail Service Providers,11.85,8.5,6.08,7.26,8.03
2005,RI,Restructured Retail Service Providers,0.0,10.99,10.04,0.0,10.78
2005,VA,Restructured Retail Service Providers,10.03,11.56,0.0,0.0,10.04
2005,WA,Restructured Retail Service Providers,0.0,4.92,5.64,0.0,5.62
2005,US,Restructured Retail Service Providers,12.26,10.6,7.08,9.47,9.39
2005,CA,Energy-Only Providers,9.52,6.83,6.68,3.95,6.75
2005,CT,Energy-Only Providers,7.44,6.57,5.46,0.0,6.87
2005,DC,Energy-Only Providers,7.02,6.13,6.87,5.28,6.16
2005,DE,Energy-Only Providers,0.0,5.53,5.4,0.0,5.4
2005,IL,Energy-Only Providers,0.0,4.21,3.74,0.0,3.95
2005,MA,Energy-Only Providers,7.54,6.9,6.36,4.41,6.84
2005,MD,Energy-Only Providers,6.26,6.39,6.07,6.54,6.18
2005,ME,Energy-Only Providers,6.46,6.07,5.55,0.0,6.06
2005,MI,Energy-Only Providers,6.44,5.78,4.37,0.0,5.19
2005,MT,Energy-Only Providers,0.0,3.31,3.94,0.0,3.94
2005,NH,Energy-Only Providers,0.0,9.56,6.08,0.0,6.66
2005,NJ,Energy-Only Providers,7.93,7.14,6.98,7.06,7.07
2005,NV,Energy-Only Providers,0.0,0.0,6.68,0.0,6.68
2005,NY,Energy-Only Providers,9.12,9.73,5.83,8.66,8.78
2005,OH,Energy-Only Providers,5.07,4.69,3.53,0.0,4.42
2005,OR,Energy-Only Providers,0.0,5.64,6.16,0.0,6.02
2005,PA,Energy-Only Providers,7.02,6.41,5.2,6.05,6.04
2005,RI,Energy-Only Providers,0.0,6.44,6.28,0.0,6.41
2005,VA,Energy-Only Providers,7.55,7.48,0.0,0.0,7.55
2005,WA,Energy-Only Providers,0.0,4.03,5.21,0.0,5.17
2005,US,Energy-Only Providers,6.54,7.15,5.31,7.4,6.41
2005,CA,Delivery-Only Service,7.42,4.62,3.48,0.5,4.07
2005,CT,Delivery-Only Service,6.22,5.02,2.71,0.0,5.37
2005,DC,Delivery-Only Service,2.48,2.95,1.12,2.54,2.8
2005,DE,Delivery-Only Service,0.0,1.98,0.19,0.0,0.19
2005,IL,Delivery-Only Service,0.0,1.66,0.89,0.0,1.25
2005,MA,Delivery-Only Service,7.94,4.58,3.41,0.74,4.68
2005,MD,Delivery-Only Service,3.17,2.12,1.16,1.19,1.5
2005,ME,Delivery-Only Service,6.85,4.58,1.9,0.0,4.64
2005,MI,Delivery-Only Service,3.22,1.93,0.89,0.0,1.49
2005,MT,Delivery-Only Service,0.0,2.02,0.48,0.0,0.48
2005,NH,Delivery-Only Service,0.0,2.29,2.71,0.0,2.64
2005,NJ,Delivery-Only Service,4.26,3.71,3.45,2.98,3.59
2005,NV,Delivery-Only Service,0.0,0.0,0.51,0.0,0.51
2005,NY,Delivery-Only Service,4.51,3.6,1.49,2.49,3.13
2005,OH,Delivery-Only Service,5.36,4.63,2.49,0.0,4.13
2005,OR,Delivery-Only Service,0.0,1.31,0.76,0.0,0.9
2005,PA,Delivery-Only Service,4.82,2.1,0.88,1.21,1.99
2005,RI,Delivery-Only Service,0.0,4.55,3.75,0.0,4.37
2005,VA,Delivery-Only Service,2.48,4.08,0.0,0.0,2.49
2005,WA,Delivery-Only Service,0.0,0.89,0.43,0.0,0.44
2005,US,Delivery-Only Service,5.72,3.45,1.77,2.07,2.98
2004,AK,Total Electric Industry,12.44,10.99,8.33,0.0,10.99
2004,AL,Total Electric Industry,7.62,7.12,4.15,0.0,6.08
2004,AR,Total Electric Industry,7.36,5.64,4.16,0.0,5.67
2004,AZ,Total Electric Industry,8.46,7.28,5.35,0.0,7.45
2004,CA,Total Electric Industry,12.2,11.64,9.27,6.42,11.35
2004,CO,Total Electric Industry,8.42,6.89,5.11,5.81,6.95
2004,CT,Total Electric Industry,11.63,9.9,7.89,7.25,10.26
2004,DC,Total Electric Industry,8.0,7.45,4.74,7.37,7.47
2004,DE,Total Electric Industry,8.78,7.44,6.06,0.0,7.53
2004,FL,Total Electric Industry,8.99,7.61,5.84,7.45,8.16
2004,GA,Total Electric Industry,7.86,6.88,4.43,5.12,6.58
2004,HI,Total Electric Industry,18.06,16.19,13.35,0.0,15.7
2004,IA,Total Electric Industry,8.96,6.75,4.33,0.0,6.4
2004,ID,Total Electric Industry,6.1,5.37,3.82,0.0,4.97
2004,IL,Total Electric Industry,8.37,7.54,4.65,5.7,6.8
2004,IN,Total Electric Industry,7.3,6.31,4.13,8.76,5.58
2004,KS,Total Electric Industry,7.74,6.45,4.69,0.0,6.37
2004,KY,Total Electric Industry,6.11,5.6,3.34,0.0,4.63
2004,LA,Total Electric Industry,8.05,7.58,5.82,7.09,7.13
2004,MA,Total Electric Industry,11.75,10.99,8.48,4.65,10.77
2004,MD,Total Electric Industry,7.8,7.56,5.99,6.46,7.15
2004,ME,Total Electric Industry,12.16,9.89,6.56,0.0,9.69
2004,MI,Total Electric Industry,8.33,7.57,4.92,7.89,6.94
2004,MN,Total Electric Industry,7.92,6.31,4.63,6.75,6.24
2004,MO,Total Electric Industry,6.97,5.8,4.62,4.91,6.07
2004,MS,Total Electric Industry,8.21,7.99,4.83,0.0,7.0
2004,MT,Total Electric Industry,7.86,7.42,4.15,0.0,6.4
2004,NC,Total Electric Industry,8.45,6.7,4.88,0.0,6.97
2004,ND,Total Electric Industry,6.79,5.86,4.13,0.0,5.69
2004,NE,Total Electric Industry,6.96,5.84,4.28,0.0,5.7
2004,NH,Total Electric Industry,12.49,10.99,10.01,0.0,11.37
2004,NJ,Total Electric Industry,11.23,9.96,9.03,10.94,10.29
2004,NM,Total Electric Industry,8.67,7.39,5.22,0.0,7.1
2004,NV,Total Electric Industry,9.69,9.08,7.24,0.0,8.56
2004,NY,Total Electric Industry,14.54,12.98,7.04,7.92,12.55
2004,OH,Total Electric Industry,8.45,7.75,4.89,9.21,6.89
2004,OK,Total Electric Industry,7.72,6.55,4.76,0.0,6.5
2004,OR,Total Electric Industry,7.18,6.45,4.43,6.5,6.21
2004,PA,Total Electric Industry,9.58,8.51,5.87,7.32,8.0
2004,RI,Total Electric Industry,12.19,10.53,9.37,0.0,10.96
2004,SC,Total Electric Industry,8.12,6.91,4.13,0.0,6.22
2004,SD,Total Electric Industry,7.65,6.18,4.59,0.0,6.44
2004,TN,Total Electric Industry,6.9,7.05,4.46,11.75,6.14
2004,TX,Total Electric Industry,9.73,7.9,5.87,7.02,7.95
2004,UT,Total Electric Industry,7.21,5.9,4.01,6.57,5.69
2004,VA,Total Electric Industry,7.99,5.88,4.27,6.25,6.43
2004,VT,Total Electric Industry,12.94,11.42,7.96,0.0,11.02
2004,WA,Total Electric Industry,6.37,6.17,4.28,6.44,5.8
2004,WI,Total Electric Industry,9.07,7.24,4.93,0.0,6.88
2004,WV,Total Electric Industry,6.23,5.46,3.83,5.7,5.13
2004,WY,Total Electric Industry,7.21,5.98,3.91,0.0,4.98
2004,US,Total Electric Industry,8.95,8.17,5.25,7.18,7.61
2004,AK,Full-Service Providers,12.44,10.99,8.33,0.0,10.99
2004,AL,Full-Service Providers,7.62,7.12,4.15,0.0,6.08
2004,AR,Full-Service Providers,7.36,5.64,4.16,0.0,5.67
2004,AZ,Full-Service Providers,8.46,7.28,5.35,0.0,7.45
2004,CA,Full-Service Providers,12.2,11.81,9.33,8.03,11.53
2004,CO,Full-Service Providers,8.42,6.89,5.11,5.81,6.95
2004,CT,Full-Service Providers,11.63,9.9,7.9,7.25,10.27
2004,DC,Full-Service Providers,7.97,7.4,4.63,0.0,7.46
2004,DE,Full-Service Providers,8.78,7.44,5.82,0.0,7.61
2004,FL,Full-Service Providers,8.99,7.61,5.84,7.45,8.16
2004,GA,Full-Service Providers,7.86,6.88,4.43,5.12,6.58
2004,HI,Full-Service Providers,18.06,16.19,13.35,0.0,15.7
2004,IA,Full-Service Providers,8.96,6.75,4.33,0.0,6.4
2004,ID,Full-Service Providers,6.1,5.37,3.84,0.0,4.98
